dataset,model_arch,starting_modality,new_modality,lr,weight_decay,epochs,mask_ratio,modality_dropout,labeled_frequency,labeled_start_fraction,trainable_params,active_losses,use_mask_token,protect_lrm,warmup_epochs,intermediate_projector_type,tz_fusion_time,metric_name,teacher_test_metric,best_transfer,best_peeking,best_addition,best_ens_addition,val_at_best_transfer,val_at_best_peeking,val_at_best_addition,val_at_best_ens_addition,stage0_checkpoint,shote2e_checkpoint
dwh6kade,delulu-may6,benv2,s1,s2,49.24,0.0004774231555564,,2.097367228673949e-05,64,0.3,0.1179198901802484,0.217880054935906,0.1528037178698822,0.0,0.0,False,True,True,0.2696171530477876,0.6047276485413138,0.8583708932965115,0.5995580822364286,137491238,latent+prefusion+distill+ce,,57.90,48.82,53.51,50.39,78.10,50.11,66.97,52.47,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0005_20260418_064233.pt
09xe7ca1,delulu-may6,benv2,s1,s2,49.24,0.0004919525946897,,0.0002987654348049,64,0.3,0.4943255892768998,0.3739336769398811,0.1141659173783924,0.0,0.5,False,True,True,0.1003649288975272,0.9867093196115908,0.5724958342782179,0.6071421425812242,158759462,latent+prefusion+distill+ce,,64.60,49.70,50.80,46.83,75.45,47.33,67.33,49.06,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0005_20260418_064233.pt
2sin9w2a,delulu-may6,benv2,s1,s2,49.23,0.0004919525946897,,0.0002987654348049,64,0.3,0.4943255892768998,0.3739336769398811,0.1141659173783924,0.0,0.5,False,True,True,0.1003649288975272,0.9867093196115908,0.5724958342782179,0.6071421425812242,144580646,latent+prefusion+distill+ce,,67.05,52.61,52.32,48.60,75.95,49.18,70.85,53.24,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0005_20260418_064233.pt
zx6ibkdx,delulu-may6,benv2,s1,s2,49.23,0.0004774231555564,,2.097367228673949e-05,64,0.3,0.1179198901802484,0.217880054935906,0.1528037178698822,0.0,0.0,False,True,True,0.2696171530477876,0.6047276485413138,0.8583708932965115,0.5995580822364286,144580646,latent+prefusion+distill+ce,,55.15,51.10,53.92,49.46,80.55,50.43,66.22,51.61,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0005_20260418_064233.pt
1d4wtj22,delulu-may6,benv2,s1,s2,49.24,0.0004774231555564,,2.097367228673949e-05,64,0.3,0.1179198901802484,0.217880054935906,0.1528037178698822,0.0,0.0,False,True,True,0.2696171530477876,0.6047276485413138,0.8583708932965115,0.5995580822364286,158759462,latent+prefusion+distill+ce,,62.70,50.67,53.48,50.37,81.00,50.55,71.58,53.22,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0005_20260418_064233.pt
q8m300jg,delulu-may6,benv2,s1,s2,49.24,0.0004919525946897,,0.0002987654348049,64,0.3,0.4943255892768998,0.3739336769398811,0.1141659173783924,0.0,0.5,False,True,True,0.1003649288975272,0.9867093196115908,0.5724958342782179,0.6071421425812242,172938278,latent+prefusion+distill+ce,,54.55,41.34,49.95,46.77,76.85,46.67,64.67,48.23,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0005_20260418_064233.pt
kh9cw61a,delulu-may6,benv2,s1,s2,49.24,0.0004774231555564,,2.097367228673949e-05,64,0.3,0.1179198901802484,0.217880054935906,0.1528037178698822,0.0,0.0,False,True,True,0.2696171530477876,0.6047276485413138,0.8583708932965115,0.5995580822364286,165848870,latent+prefusion+distill+ce,,64.50,49.91,53.40,50.92,81.60,51.00,72.75,53.80,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0005_20260418_064233.pt
mhthqh7r,delulu-may6,benv2,s1,s2,49.24,0.0004774231555564,,2.097367228673949e-05,64,0.3,0.1179198901802484,0.217880054935906,0.1528037178698822,0.0,0.0,False,True,True,0.2696171530477876,0.6047276485413138,0.8583708932965115,0.5995580822364286,165848870,latent+prefusion+distill+ce,,59.20,49.06,53.24,50.04,81.95,50.25,70.30,53.41,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0005_20260418_064233.pt
s2xvmqdq,delulu-may6,benv2,s1,s2,49.24,0.0004919525946897,,0.0002987654348049,64,0.3,0.4943255892768998,0.3739336769398811,0.1141659173783924,0.0,0.5,False,True,True,0.1003649288975272,0.9867093196115908,0.5724958342782179,0.6071421425812242,180027686,latent+prefusion+distill+ce,,55.90,42.58,51.10,46.85,76.90,47.34,66.17,50.00,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0005_20260418_064233.pt
0h5uguuz,delulu-may6,benv2,s1,s2,49.24,0.0004774231555564,,2.097367228673949e-05,64,0.3,0.1179198901802484,0.217880054935906,0.1528037178698822,0.0,0.0,False,True,True,0.2696171530477876,0.6047276485413138,0.8583708932965115,0.5995580822364286,172938278,latent+prefusion+distill+ce,,63.80,50.56,53.91,50.80,80.65,50.71,71.82,53.89,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0005_20260418_064233.pt
fqhgx1q9,delulu-may6,benv2,s1,s2,49.24,0.0004774231555564,,2.097367228673949e-05,64,0.3,0.1179198901802484,0.217880054935906,0.1528037178698822,0.0,0.0,False,True,True,0.2696171530477876,0.6047276485413138,0.8583708932965115,0.5995580822364286,180027686,latent+prefusion+distill+ce,,63.65,49.82,53.73,49.66,82.70,49.93,73.00,52.50,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0005_20260418_064233.pt
at3r8rpn,delulu-may6,benv2,s1,s2,49.24,0.0004774231555564,,2.097367228673949e-05,64,0.3,0.1179198901802484,0.217880054935906,0.1528037178698822,0.0,0.0,False,True,True,0.2696171530477876,0.6047276485413138,0.8583708932965115,0.5995580822364286,172938278,latent+prefusion+distill+ce,,63.75,50.26,53.53,50.86,81.85,51.03,72.80,53.20,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0005_20260418_064233.pt
qjs381y7,delulu-may6,benv2,s1,s2,49.24,0.0004774231555564,,2.097367228673949e-05,64,0.3,0.1179198901802484,0.217880054935906,0.1528037178698822,0.0,0.0,False,True,True,0.2696171530477876,0.6047276485413138,0.8583708932965115,0.5995580822364286,180027686,latent+prefusion+distill+ce,,63.10,49.61,53.99,50.67,82.30,50.80,72.45,53.43,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0005_20260418_064233.pt
d0hpa9lu,delulu-may6,benv2,s1,s2,49.24,0.0004919525946897,,0.0002987654348049,64,0.3,0.4943255892768998,0.3739336769398811,0.1141659173783924,0.0,0.5,False,True,True,0.1003649288975272,0.9867093196115908,0.5724958342782179,0.6071421425812242,187117094,latent+prefusion+distill+ce,,54.45,35.51,50.81,47.54,73.65,46.31,64.05,47.32,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0005_20260418_064233.pt
qmtwjfnp,delulu-may6,benv2,s1,s2,49.24,0.0004774231555564,,2.097367228673949e-05,64,0.3,0.1179198901802484,0.217880054935906,0.1528037178698822,0.0,0.0,False,True,True,0.2696171530477876,0.6047276485413138,0.8583708932965115,0.5995580822364286,187117094,latent+prefusion+distill+ce,,63.50,50.30,54.00,49.65,82.35,49.71,72.53,52.35,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0005_20260418_064233.pt
b2769el5,delulu-may6,benv2,s1,s2,49.24,0.0004919525946897,,0.0002987654348049,64,0.3,0.4943255892768998,0.3739336769398811,0.1141659173783924,0.0,0.5,False,True,True,0.1003649288975272,0.9867093196115908,0.5724958342782179,0.6071421425812242,194206502,latent+prefusion+distill+ce,,51.60,35.54,50.98,47.86,74.30,46.63,62.95,46.42,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0005_20260418_064233.pt
7zrrohfz,delulu-may6,benv2,s1,s2,49.24,0.0004774231555564,,2.097367228673949e-05,64,0.3,0.1179198901802484,0.217880054935906,0.1528037178698822,0.0,0.0,False,True,True,0.2696171530477876,0.6047276485413138,0.8583708932965115,0.5995580822364286,187117094,latent+prefusion+distill+ce,,55.90,50.18,53.73,49.87,82.65,49.91,69.28,52.22,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0005_20260418_064233.pt
zlrh8rak,delulu-may6,benv2,s1,s2,49.24,0.0004774231555564,,2.097367228673949e-05,64,0.3,0.1179198901802484,0.217880054935906,0.1528037178698822,0.0,0.0,False,True,True,0.2696171530477876,0.6047276485413138,0.8583708932965115,0.5995580822364286,194206502,latent+prefusion+distill+ce,,62.10,49.10,53.55,50.51,81.15,51.15,71.47,53.26,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0005_20260418_064233.pt
eel6r7xa,delulu-may6,benv2,s1,s2,49.24,0.0004919525946897,,0.0002987654348049,64,0.3,0.4943255892768998,0.3739336769398811,0.1141659173783924,0.0,0.5,False,True,True,0.1003649288975272,0.9867093196115908,0.5724958342782179,0.6071421425812242,201295910,latent+prefusion+distill+ce,,61.30,48.04,48.94,46.56,76.10,46.51,65.17,50.13,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0005_20260418_064233.pt
yw6jirhs,delulu-may6,benv2,s1,s2,49.24,0.0004774231555564,,2.097367228673949e-05,64,0.3,0.1179198901802484,0.217880054935906,0.1528037178698822,0.0,0.0,False,True,True,0.2696171530477876,0.6047276485413138,0.8583708932965115,0.5995580822364286,194206502,latent+prefusion+distill+ce,,58.90,47.24,53.81,49.32,80.35,49.13,68.65,52.60,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0005_20260418_064233.pt
wtvj4k3y,delulu-may6,benv2,s1,s2,49.24,0.0004774231555564,,2.097367228673949e-05,64,0.3,0.1179198901802484,0.217880054935906,0.1528037178698822,0.0,0.0,False,True,True,0.2696171530477876,0.6047276485413138,0.8583708932965115,0.5995580822364286,201295910,latent+prefusion+distill+ce,,51.60,41.13,52.91,49.87,77.50,51.13,61.97,50.76,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0005_20260418_064233.pt
7cwhjuzz,delulu-may6,benv2,s1,s2,49.24,0.0004774231555564,,2.097367228673949e-05,64,0.3,0.1179198901802484,0.217880054935906,0.1528037178698822,0.0,0.0,False,True,True,0.2696171530477876,0.6047276485413138,0.8583708932965115,0.5995580822364286,201295910,latent+prefusion+distill+ce,,55.10,40.39,53.75,49.85,82.10,50.25,68.35,51.55,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0005_20260418_064233.pt
rmcp759u,delulu-may6,benv2,s1,s2,49.24,0.0004919525946897,,0.0002987654348049,64,0.3,0.4943255892768998,0.3739336769398811,0.1141659173783924,0.0,0.5,False,True,True,0.1003649288975272,0.9867093196115908,0.5724958342782179,0.6071421425812242,208385318,latent+prefusion+distill+ce,,62.70,48.27,51.02,48.82,75.65,51.52,68.83,51.33,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0005_20260418_064233.pt
bu1xndw8,delulu-may6,benv2,s1,s2,49.24,0.0004774231555564,,2.097367228673949e-05,64,0.3,0.1179198901802484,0.217880054935906,0.1528037178698822,0.0,0.0,False,True,True,0.2696171530477876,0.6047276485413138,0.8583708932965115,0.5995580822364286,208385318,latent+prefusion+distill+ce,,45.05,39.73,52.09,49.30,75.75,51.69,56.15,50.27,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0005_20260418_064233.pt
wo46q3t8,delulu-may6,benv2,s1,s2,49.24,0.0004774231555564,,2.097367228673949e-05,64,0.3,0.1179198901802484,0.217880054935906,0.1528037178698822,0.0,0.0,False,True,True,0.2696171530477876,0.6047276485413138,0.8583708932965115,0.5995580822364286,208385318,latent+prefusion+distill+ce,,35.50,42.97,51.73,48.65,76.80,51.39,54.60,51.16,checkpoints/sft_evan_base_benv2_s1_fft_lr0.0005_20260418_064233.pt
